time,130.5,0,44.6,480,380,285,191,94.1,140.2
0,-28.232999,-31.85699955,-32.41199985,-26.3820006,-26.42099872,-26.45699993,-26.44199863,-29.9834992,-26.49750009
0.02,-23.42700019,-24.06150118,-31.20900169,-26.38050094,-26.40450016,-26.44350067,-26.44799963,-29.67600122,-26.49750009
0.04,-24.72450033,-23.96700159,-22.30050102,-26.37899891,-26.39999881,-26.45249858,-26.44199863,-29.09099832,-26.49600044
0.06,-28.85099903,-22.57649913,-31.61100164,-26.3910009,-26.41649976,-26.44950166,-26.44649997,-22.12650076,-26.50650039
0.08,-27.16200128,-29.58449855,-25.92149988,-26.37449995,-26.41799942,-26.45099893,-26.44350067,-30.24150148,-26.50500074
0.1,-23.0355002,-30.94199911,-24.28949848,-26.37749925,-26.41649976,-26.44649997,-26.42999902,-26.76450029,-26.50200143
0.12,-27.40800157,-22.34250084,-32.26800218,-26.37749925,-26.4030005,-26.44799963,-26.44799963,-22.67699972,-26.5034987
0.14,-29.21249881,-31.6395022,-22.50900045,-26.3759996,-26.40150085,-26.43450037,-26.44500032,-30.43050066,-26.5034987
0.16,-24.11249891,-25.62150016,-29.99399915,-26.37449995,-26.40599981,-26.44649997,-26.43900171,-30.5355002,-26.5004994
0.18,-23.9579989,-24.50249925,-30.56999937,-26.37449995,-26.39999881,-26.44799963,-26.43749967,-23.67599979,-26.48100153
0.2,-28.75649944,-32.27999941,-22.43250147,-26.38799921,-26.40150085,-26.45249858,-26.44799963,-24.73200098,-26.49899974
0.22,-28.15349832,-22.41899982,-31.69200197,-26.37300029,-26.40450016,-26.44950166,-26.44199863,-30.83999887,-26.49299875
0.24,-22.98749939,-30.20550027,-25.24950042,-26.37449995,-26.40599981,-26.43450037,-26.44649997,-22.43550077,-26.5004994
0.26,-26.44049898,-30.30149952,-24.86099973,-26.39549986,-26.4030005,-26.42550007,-26.44049898,-27.19650045,-26.50500074
0.28,-29.0639998,-22.45199934,-32.39700094,-26.3940002,-26.39849916,-26.44649997,-26.44500032,-30.84450021,-26.5004994
0.3,-25.11899963,-31.68150201,-22.36199871,-26.39549986,-26.4030005,-26.44649997,-26.43600002,-22.01999918,-26.50200143
0.32,-23.45249906,-25.04999891,-30.62249914,-26.39250055,-26.39999881,-26.44350067,-26.44500032,-29.31149974,-26.5034987
0.34,-28.5209991,-25.01699939,-29.82749954,-26.39250055,-26.40150085,-26.45400062,-26.43900171,-29.64450136,-26.49899974
0.36,-28.84499803,-32.40150228,-22.53599897,-26.37899891,-26.41350046,-26.44500032,-26.44649997,-22.05149904,-26.49750009
0.38,-23.14950004,-22.30499998,-31.76699892,-26.3820006,-26.40749946,-26.44350067,-26.43900171,-30.18149868,-26.50500074
0.4,-25.43699995,-30.6809999,-32.08200231,-26.3759996,-26.4030005,-26.45099893,-26.44500032,-27.42450014,-26.50200143
0.42,-28.93499866,-29.64000002,-22.8929998,-26.37749925,-26.40450016,-26.44049898,-26.44350067,-22.47299924,-26.49299875
0.44,-26.30100027,-22.58549944,-28.70399967,-26.37449995,-26.39849916,-26.45249858,-26.44350067,-30.38100019,-26.50200143
0.46,-23.15699831,-31.75950065,-31.59750238,-26.39699951,-26.39999881,-26.44649997,-26.44500032,-25.12799993,-26.49750009
0.48,-28.002,-24.51149955,-22.26300016,-26.3820006,-26.40749946,-26.45400062,-26.44649997,-23.4480001,-26.50200143
0.5,-29.18400064,-25.5900003,-31.58550039,-26.37000099,-26.39999881,-26.44950166,-26.44649997,-30.59250131,-26.50500074
0.52,-23.5634996,-32.42250219,-26.32800117,-26.37749925,-26.39999881,-26.42550007,-26.44350067,-23.2784988,-26.50200143
0.54,-24.5190002,-22.2434999,-23.98499981,-26.3940002,-26.40599981,-26.44199863,-26.44500032,-30.73800102,-26.5004994
0.56,-28.84499803,-31.01550117,-32.20050111,-26.35950103,-26.39549986,-26.44199863,-26.44350067,-22.65599981,-26.49899974
0.58,-27.41400018,-28.99349943,-22.61100069,-26.38799921,-26.39999881,-26.44799963,-26.43900171,-26.51399866,-26.47349849
0.6,-23.02350059,-22.76550069,-29.50649992,-26.3940002,-26.4030005,-26.43749967,-26.44500032,-30.95250145,-26.49899974
0.62,-27.19049945,-31.83900133,-30.99600092,-26.38799921,-26.39849916,-26.43600002,-26.44649997,-22.08449855,-26.50500074
0.64,-29.18999925,-24.03300062,-22.34400049,-26.3849999,-26.40150085,-26.44350067,-26.44350067,-28.91700044,-26.50500074
0.66,-24.31949869,-26.32649913,-31.65450111,-26.3849999,-26.39999881,-26.44649997,-26.45099893,-30.05399957,-26.49899974
0.68,-23.84249941,-32.40600362,-25.67699924,-26.38799921,-26.40749946,-26.44350067,-26.44049898,-22.02149883,-26.5004994
0.7,-28.73549953,-22.1984984,-24.48899999,-26.3669993,-26.40150085,-26.44350067,-26.44799963,-22.12950006,-26.50200143
0.72,-28.33500162,-31.25849977,-32.310002,-26.39549986,-26.40450016,-26.46000162,-26.41799942,-30.26250139,-26.5004994
0.74,-22.99800172,-28.23749796,-22.43700042,-26.37749925,-26.39849916,-26.43749967,-26.44799963,-26.75699964,-26.5004994
0.76,-26.2695004,-23.00699964,-30.18749967,-26.37899891,-26.40599981,-26.43749967,-26.44350067,-22.68149868,-26.5004994
0.78,-29.04299989,-31.91250101,-30.35249963,-26.37749925,-26.39699951,-26.44350067,-26.44350067,-30.42449966,-26.5004994
