core_d_nm,distance_nm,B_NSD_nT_per_sqrtHz
12.78125,5.09375,37.1577422682852
12.875,5.09375,39.45388138833698
12.96875,5.09375,41.907935010925364
13.0625,5.09375,44.531858577887625
13.15625,5.09375,47.338579299049364
13.25,5.09375,50.34207820988423
13.34375,5.09375,53.55747900703094
13.4375,5.09375,57.001144120987824
13.53125,5.09375,60.69077848568652
13.625,5.09375,64.64554145464066
13.71875,5.09375,68.88616728956804
13.8125,5.09375,73.43509460550922
13.90625,5.09375,78.31660509120239
14.0,5.09375,83.55697172823405
14.09375,5.09375,89.18461659918528
14.1875,5.09375,95.23027819373071
14.28125,5.09375,101.72718788041847
14.375,5.09375,108.7112548962153
14.46875,5.09375,116.22125879855831
14.5625,5.09375,124.29904780525943
14.65625,5.09375,132.98974079237104
14.75,5.09375,142.3419299017958
14.84375,5.09375,152.40787969833713
14.9375,5.09375,163.24371757651397
15.03125,5.09375,174.90960861546307
15.125,5.09375,187.46990628047396
15.21875,5.09375,200.99326824037192
15.3125,5.09375,215.55272408762892
15.40625,5.09375,231.22567890481093
15.5,5.09375,248.09383343451685
15.59375,5.09375,266.2429981375184
15.6875,5.09375,285.76277478012736
15.78125,5.09375,306.74607557140513
15.875,5.09375,329.28844657501617
15.96875,5.09375,353.4871595862084
16.0625,5.09375,379.44003549285065
16.15625,5.09375,407.2439631176929
16.25,5.09375,436.9930816447292
16.34375,5.09375,468.7766031084816
16.4375,5.09375,502.67626530417374
16.53125,5.09375,538.7634260378801
16.625,5.09375,577.0958377696911
16.71875,5.09375,617.7141776802439
16.8125,5.09375,660.6384512411768
16.90625,5.09375,705.864435222178
17.0,5.09375,753.3603745469011
17.09375,5.09375,803.0641902483196
17.1875,5.09375,854.8814848224519
17.28125,5.09375,908.6846373189156
17.375,5.09375,964.3132547623632
17.46875,5.09375,1021.5761827724967
17.5625,5.09375,1080.255175325668
17.65625,5.09375,1140.1101872737172
17.75,5.09375,1200.8860971654249
17.84375,5.09375,1262.3205125884656
17.9375,5.09375,1324.1521797833882
18.03125,5.09375,1386.1294365329418
18.125,5.09375,1448.0181285021051
18.21875,5.09375,1509.6084595718503
18.3125,5.09375,1570.7203589224675
18.40625,5.09375,1631.2071032425256
18.5,5.09375,1690.9571062845948
18.59375,5.09375,1749.8939539014848
18.6875,5.09375,1807.9748989826574
18.78125,5.09375,1865.1881237850903
18.875,5.09375,1921.5491227136847
18.96875,5.09375,1977.0965605191143
19.0625,5.09375,2031.8879285899889
19.15625,5.09375,2085.995267483546
19.25,5.09375,2139.501158861148
19.34375,5.09375,2192.495124370008
19.4375,5.09375,2245.0705096709125
19.53125,5.09375,2297.3218827419896
19.625,5.09375,2349.342938284849
19.71875,5.09375,2401.224874201402
19.8125,5.09375,2453.0551902634315
19.90625,5.09375,2504.916851305824
20.0,5.09375,2556.887755488025
5.0,5.1875,0.4168220156013157
5.09375,5.1875,0.4433301494709271
5.1875,5.1875,0.47114956932279006
5.28125,5.1875,0.5003372440647759
5.375,5.1875,0.5309530528914908
5.46875,5.1875,0.5630599611118973
5.5625,5.1875,0.5967242066795305
5.65625,5.1875,0.6320154981591465
5.75,5.1875,0.6690072249176038
5.84375,5.1875,0.7077766803849229
5.9375,5.1875,0.7484052992940741
6.03125,5.1875,0.7909789098755753
6.125,5.1875,0.8355880020557327
6.21875,5.1875,0.8823280127858875
6.3125,5.1875,0.9312996297147106
6.40625,5.1875,0.9826091145070526
6.5,5.1875,1.0363686472115419
6.59375,5.1875,1.092696693185818
6.6875,5.1875,1.1517183942034614
6.78125,5.1875,1.213565985491292
6.875,5.1875,1.2783792405803591
6.96875,5.1875,1.3463059459996436
7.0625,5.1875,1.4175024079991203
7.15625,5.1875,1.4921339936594669
7.25,5.1875,1.5703757089304273
7.34375,5.1875,1.652412816339971
7.4375,5.1875,1.7384414953331715
7.53125,5.1875,1.828669548434732
7.625,5.1875,1.9233171566838467
7.71875,5.1875,2.0226176880664033
7.8125,5.1875,2.12681856296932
7.90625,5.1875,2.2361821810071056
8.0,5.1875,2.3509869139239674
8.09375,5.1875,2.471528169658247
8.1875,5.1875,2.598119533072686
8.28125,5.1875,2.7310939893066846
8.375,5.1875,2.8708052361987924
8.46875,5.1875,3.017629092762823
8.5625,5.1875,3.1719650112828033
8.65625,5.1875,3.3342377012251925
8.75,5.1875,3.504898873855728
8.84375,5.1875,3.684429117198415
8.9375,5.1875,3.8733399117907923
9.03125,5.1875,4.072175798579291
9.125,5.1875,4.281516711267542
9.21875,5.1875,4.501980486486895
9.3125,5.1875,4.734225566309484
9.40625,5.1875,4.978953908879647
9.5,5.1875,5.236914124308236
9.59375,5.1875,5.508904854467939
9.6875,5.1875,5.795778416956535
9.78125,5.1875,6.098444735273118
9.875,5.1875,6.417875579192319
9.96875,5.1875,6.755109141439908
10.0625,5.1875,7.1112549790849435
10.15625,5.1875,7.487499350588546
10.25,5.1875,7.88511098220559
10.34375,5.1875,8.305447300445907
10.4375,5.1875,8.749961170588145
10.53125,5.1875,9.220208184828497
10.625,5.1875,9.717854547564947
10.71875,5.1875,10.24468560959577
10.8125,5.1875,10.802615107680014
10.90625,5.1875,11.393695171003474
11.0,5.1875,12.02012716165165
11.09375,5.1875,12.68427342225285
11.1875,5.1875,13.388670010560594
11.28125,5.1875,14.13604050794045
11.375,5.1875,14.929310996559016
11.46875,5.1875,15.771626308591074
11.5625,5.1875,16.666367660015126
11.65625,5.1875,17.617171791609824
11.75,5.1875,18.62795175064406
11.84375,5.1875,19.70291945852442
11.9375,5.1875,20.846610222369314
12.03125,5.1875,22.063909362164306
12.125,5.1875,23.360081139850152
12.21875,5.1875,24.740800192428203
12.3125,5.1875,26.212185687939762
12.40625,5.1875,27.780838440974655
12.5,5.1875,29.453881243137612
12.59375,5.1875,31.239002683566117
12.6875,5.1875,33.14450475500699
12.78125,5.1875,35.17935456191496
12.875,5.1875,37.35324046823736
12.96875,5.1875,39.67663304358967
13.0625,5.1875,42.160851186851744
13.15625,5.1875,44.818133825100126
13.25,5.1875,47.66171760227619
13.34375,5.1875,50.70592098483839
13.4375,5.1875,53.96623521926341
13.53125,5.1875,57.45942257662197
13.625,5.1875,61.203622309981874
13.71875,5.1875,65.21846472786085
13.8125,5.1875,69.52519374730568
13.90625,5.1875,74.14679822838522
14.0,5.1875,79.10815230171694
14.09375,5.1875,84.43616477444223
14.1875,5.1875,90.15993752845571
14.28125,5.1875,96.31093259630747
14.375,5.1875,102.92314730135958
14.46875,5.1875,110.03329646312355
14.5625,5.1875,117.68100017696364
14.65625,5.1875,125.90897505700083
14.75,5.1875,134.76322605629647
14.84375,5.1875,144.2932350201943
14.9375,5.1875,154.55214095531542
15.03125,5.1875,165.5969055746701
15.125,5.1875,177.4884559753991
15.21875,5.1875,190.29179428969752
15.3125,5.1875,204.07606179930792
15.40625,5.1875,218.91454231207896
15.5,5.1875,234.88458658229246
15.59375,5.1875,252.06743626889556
15.6875,5.1875,270.5479224760952
15.78125,5.1875,290.4140104931199
15.875,5.1875,311.75615922961964
15.96875,5.1875,334.6664614437924
16.0625,5.1875,359.2375297511479
16.15625,5.1875,385.56109432797086
16.25,5.1875,413.72628211066075
16.34375,5.1875,443.8175552221037
16.4375,5.1875,475.91229949641547
16.53125,5.1875,510.07807343977566
16.625,5.1875,546.3695546010964
16.71875,5.1875,584.8252543880379
16.8125,5.1875,625.4641131219697
16.90625,5.1875,668.2821324298085
17.0,5.1875,713.2492479690579
17.09375,5.1875,760.3066860398499
17.1875,5.1875,809.3650751395145
17.28125,5.1875,860.3035892331811
17.375,5.1875,912.9703751402056
17.46875,5.1875,967.1844561028503
17.5625,5.1875,1022.7392061589615
17.65625,5.1875,1079.4073608715069
17.75,5.1875,1136.947382207202
17.84375,5.1875,1195.1108482990521
17.9375,5.1875,1253.6504153077044
18.03125,5.1875,1312.3278202540303
18.125,5.1875,1370.9213758698845
18.21875,5.1875,1429.232456199908
18.3125,5.1875,1487.0905779255218
18.40625,5.1875,1544.356829716805
18.5,5.1875,1600.9255665069977
18.59375,5.1875,1656.7244426633074
18.6875,5.1875,1711.7129870573417
18.78125,5.1875,1765.8800111575445
18.875,5.1875,1819.240184401037
18.96875,5.1875,1871.8301129132167
19.0625,5.1875,1923.704227071731
19.15625,5.1875,1974.9307317822388
19.25,5.1875,2025.587811815073
19.34375,5.1875,2075.7602224211205
19.4375,5.1875,2125.536339263086
19.53125,5.1875,2175.0056952412415
19.625,5.1875,2224.2569964751515
19.71875,5.1875,2273.376585221661
19.8125,5.1875,2322.447302506832
19.90625,5.1875,2371.5476958732334
20.0,5.1875,2420.7515159527284
5.0,5.28125,0.39501610249691577
5.09375,5.28125,0.42013747165140847
5.1875,5.28125,0.446501527272979
5.28125,5.28125,0.4741622579589386
5.375,5.28125,0.5031764103425956
5.46875,5.28125,0.5336036557225087
5.5625,5.28125,0.5655067668344342
5.65625,5.28125,0.5989518054614115
5.75,5.28125,0.6340083216285737
5.84375,5.28125,0.6707495651843755
5.9375,5.28125,0.7092527106292552
6.03125,5.28125,0.7495990961167519
6.125,5.28125,0.7918744776210388
6.21875,5.28125,0.8361692993392597
6.3125,5.28125,0.8825789814773032
6.40625,5.28125,0.9312042266543281
6.5,5.28125,0.982151346254879
6.59375,5.28125,1.0355326081585396
6.6875,5.28125,1.0914666073862287
6.78125,5.28125,1.15007866132032
6.875,5.28125,1.2115012312833948
6.96875,5.28125,1.27587437239849
7.0625,5.28125,1.3433462138031032
7.15625,5.28125,1.4140734714509156
7.25,5.28125,1.488221995910262
7.34375,5.28125,1.5659673577580262
7.4375,5.28125,1.6474954733731006
7.53125,5.28125,1.7330032741562382
7.625,5.28125,1.8226994224445778
7.71875,5.28125,1.9168050776509684
7.8125,5.28125,2.0155547164423337
7.90625,5.28125,2.1191970110795926
8.0,5.28125,2.227995770376401
8.09375,5.28125,2.3422309480973946
8.1875,5.28125,2.4621997240115054
8.28125,5.28125,2.5882176632449316
8.375,5.28125,2.7206199600446554
8.46875,5.28125,2.8597627725705754
8.5625,5.28125,3.0060246558856742
8.65625,5.28125,3.1598081009137897
8.75,5.28125,3.3215411877873673
8.84375,5.28125,3.4916793627185654
8.9375,5.28125,3.67070734830091
9.03125,5.28125,3.859141197991893
9.125,5.28125,4.057530506445203
9.21875,5.28125,4.2664607883624655
9.3125,5.28125,4.486556039625185
9.40625,5.28125,4.718481495657384
9.5,5.28125,4.962946603266601
9.59375,5.28125,5.220708223626264
9.6875,5.28125,5.492574085606164
9.78125,5.28125,5.779406510342727
9.875,5.28125,6.082126429779405
9.96875,5.28125,6.401717723914908
10.0625,5.28125,6.73923190368799
10.15625,5.28125,7.095793168820182
10.25,5.28125,7.472603872549977
10.34375,5.28125,7.870950428044802
10.4375,5.28125,8.292209694391607
10.53125,5.28125,8.737855883468404
10.625,5.28125,9.209468032712323
10.71875,5.28125,9.708738092854198
10.8125,5.28125,10.237479684114337
10.90625,5.28125,10.797637579183366
11.0,5.28125,11.391297976579242
11.09375,5.28125,12.020699633716085
11.1875,5.28125,12.688245935280898
11.28125,5.28125,13.396517979333748
11.375,5.28125,14.148288770969785
11.46875,5.28125,14.946538621454232
11.5625,5.28125,15.794471859511434
11.65625,5.28125,16.69553497096604
11.75,5.28125,17.653436293245516
11.84375,5.28125,18.67216740240817
11.9375,5.28125,19.756026342402
12.03125,5.28125,20.909642859228672
12.125,5.28125,22.13800581661548
12.21875,5.28125,23.446492984707604
12.3125,5.28125,24.84090340918815
12.40625,5.28125,26.32749258510054
12.5,5.28125,27.913010677439146
12.59375,5.28125,29.604744049210503
12.6875,5.28125,31.41056037701293
12.78125,5.28125,33.338957654042105
12.875,5.28125,35.399117400522
12.96875,5.28125,37.60096242150041
13.0625,5.28125,39.95521947120989
13.15625,5.28125,42.47348720109293
13.25,5.28125,45.168309784211786
13.34375,5.28125,48.053256620939884
13.4375,5.28125,51.14300853804981
13.53125,5.28125,54.45345089365489
13.625,5.28125,58.00177399148397
13.71875,5.28125,61.80658118661726
13.8125,5.28125,65.88800502723959
13.90625,5.28125,70.26783171841055
14.0,5.28125,74.96963410840048
14.09375,5.28125,80.01891327853907
14.1875,5.28125,85.44324865489077
14.28125,5.28125,91.27245634363379
14.375,5.28125,97.53875510881407
14.46875,5.28125,104.27693904566765
14.5625,5.28125,111.52455553668767
14.65625,5.28125,119.32208648971576
14.75,5.28125,127.7131301231129
14.84375,5.28125,136.74457965499244
14.9375,5.28125,146.46679414149912
15.03125,5.28125,156.93375536148022
15.125,5.28125,168.2032030300855
15.21875,5.28125,180.33673871333752
15.3125,5.28125,193.39988658849495
15.40625,5.28125,207.46209664396773
15.5,5.28125,222.59667305357095
15.59375,5.28125,238.88060734432696
15.6875,5.28125,256.3942927078142
15.78125,5.28125,275.2210925567256
15.875,5.28125,295.4467334712046
15.96875,5.28125,317.1584904056683
16.0625,5.28125,340.44413097567286
16.15625,5.28125,365.390586522081
16.25,5.28125,392.082321333549
16.34375,5.28125,420.59937892347665
16.4375,5.28125,451.0150967103224
16.53125,5.28125,483.39349889818953
16.625,5.28125,517.7864025971561
16.71875,5.28125,554.2303045026607
16.8125,5.28125,592.743154079097
16.90625,5.28125,633.3211621270164
17.0,5.28125,675.9358371105774
17.09375,5.28125,720.5314800575991
17.1875,5.28125,767.023394907563
17.28125,5.28125,815.2970766017429
17.375,5.28125,865.2086161110457
17.46875,5.28125,916.5865044200924
17.5625,5.28125,969.234925139178
17.65625,5.28125,1022.9385030990637
17.75,5.28125,1077.4683362529722
17.84375,5.28125,1132.58899884602
17.9375,5.28125,1188.066086754286
18.03125,5.28125,1243.6738016517181
18.125,5.28125,1299.2020537701214
18.21875,5.28125,1354.4626082087384
18.3125,5.28125,1409.293900430367
18.40625,5.28125,1463.5642862077736
18.5,5.28125,1517.1736472627547
18.59375,5.28125,1570.053422701622
18.6875,5.28125,1622.1652586303803
18.78125,5.28125,1673.498551841995
18.875,5.28125,1724.0672043465822
18.96875,5.28125,1773.9059072315627
19.0625,5.28125,1823.066243366437
19.15625,5.28125,1871.6128495386008
19.25,5.28125,1919.6198203066328
19.34375,5.28125,1967.1674769770336
19.4375,5.28125,2014.339571867413
19.53125,5.28125,2061.220953992425
19.625,5.28125,2107.8956888387947
19.71875,5.28125,2154.445601695261
19.8125,5.28125,2200.9491997855694
19.90625,5.28125,2247.4809214622214
20.0,5.28125,2294.1106591158878
5.0,5.375,0.3747050728782206
5.09375,5.375,0.39853474564430325
5.1875,5.375,0.4235432081363435
5.28125,5.375,0.44978167295342847
5.375,5.375,0.4773039689173072
5.46875,5.375,0.506166699133863
5.5625,5.375,0.5364294086757592
5.65625,5.375,0.5681547625459453
5.75,5.375,0.6014087346302243
5.84375,5.375,0.6362608083993452
5.9375,5.375,0.6727841901773755
6.03125,5.375,0.7110560358538014
6.125,5.375,0.7511576919822174
6.21875,5.375,0.7931749522790512
6.3125,5.375,0.837198330611904
6.40625,5.375,0.883323351649295
6.5,5.375,0.9316508604323296
6.59375,5.375,0.9822873522247085
6.6875,5.375,1.0353453241010455
6.78125,5.375,1.0909436498454685
6.875,5.375,1.1492079798535377
6.96875,5.375,1.2102711678614746
7.0625,5.375,1.274273726468413
7.15625,5.375,1.3413643135707634
7.25,5.375,1.411700251993853
7.34375,5.375,1.485448084785904
7.4375,5.375,1.5627841688342978
7.53125,5.375,1.6438953096753273
7.625,5.375,1.7289794405976622
7.71875,5.375,1.8182463493881427
7.8125,5.375,1.9119184563380243
7.90625,5.375,2.0102316474202118
8.0,5.375,2.113436166865564
8.09375,5.375,2.221797573711088
8.1875,5.375,2.3355977672673975
8.28125,5.375,2.4551360868598064
8.375,5.375,2.5807304916397276
8.46875,5.375,2.7127188267441484
8.5625,5.375,2.8514601826039847
8.65625,5.375,2.9973363547713547
8.75,5.375,3.1507534122551237
8.84375,5.375,3.312143383028428
8.9375,5.375,3.481966066106006
9.03125,5.375,3.660710980388923
9.125,5.375,3.848899461345437
9.21875,5.375,4.047086917546382
9.3125,5.375,4.255865260108231
9.40625,5.375,4.475865519225613
9.5,5.375,4.707760663205493
9.59375,5.375,4.9522686367578626
9.6875,5.375,5.210155636762056
9.78125,5.375,5.482239645326213
9.875,5.375,5.76939424170142
9.96875,5.375,6.072552716516314
10.0625,5.375,6.392712513876202
10.15625,5.375,6.7309400291404735
10.25,5.375,7.088375792669806
10.34375,5.375,7.4662400725408835
10.4375,5.375,7.865838932180632
10.53125,5.375,8.288570782098638
10.625,5.375,8.735933468418692
10.71875,5.375,9.209531944756337
10.8125,5.375,9.71108657818656
10.90625,5.375,10.242442144626516
11.0,5.375,10.805577573954668
11.09375,5.375,11.40261651063694
11.1875,5.375,12.035838761568808
11.28125,5.375,12.707692709311358
11.375,5.375,13.420808775940309
11.46875,5.375,14.178014030384688
11.5625,5.375,14.982348040450946
11.65625,5.375,15.837080079755879
11.75,5.375,16.745727809572607
11.84375,5.375,17.712077566175466
11.9375,5.375,18.74020639569139
12.03125,5.375,19.834505990767855
12.125,5.375,20.99970869657938
12.21875,5.375,22.240915767837965
12.3125,5.375,23.56362807355014
12.40625,5.375,24.97377946226366
12.5,5.375,26.477773017422876
12.59375,5.375,28.08252045013052
12.6875,5.375,29.795484894963934
12.78125,5.375,31.62472739333277
12.875,5.375,33.57895736792363
12.96875,5.375,35.66758741069184
13.0625,5.375,37.90079272513174
13.15625,5.375,40.28957558053461
13.25,5.375,42.845835150761395
13.34375,5.375,45.58244312160845
13.4375,5.375,48.513325457690776
13.53125,5.375,51.653550720092156
13.625,5.375,55.01942531751544
13.71875,5.375,58.62859605341254
13.8125,5.375,62.5001602959341
13.90625,5.375,66.65478404199268
14.0,5.375,71.11482806567632
14.09375,5.375,75.90448222779754
14.1875,5.375,81.04990786909187
14.28125,5.375,86.5793880042714
14.375,5.375,92.52348476549624
14.46875,5.375,98.91520319713989
14.5625,5.375,105.79016006166988
14.65625,5.375,113.1867557587969
14.75,5.375,121.14634676357363
14.84375,5.375,129.71341512774316
14.9375,5.375,138.93573053381607
15.03125,5.375,148.86449911300875
15.125,5.375,159.5544917063993
15.21875,5.375,171.06414243639438
15.3125,5.375,183.455606342902
15.40625,5.375,196.79476241871262
15.5,5.375,211.1511456666225
15.59375,5.375,226.59778884545221
15.6875,5.375,243.21095147100107
15.78125,5.375,261.06971055666406
15.875,5.375,280.25538477339495
15.96875,5.375,300.8507615517529
16.0625,5.375,322.93909565167155
16.15625,5.375,346.6028485581575
16.25,5.375,371.9221415554736
16.34375,5.375,398.9729024610741
16.4375,5.375,427.8246978130178
16.53125,5.375,458.5382598040251
16.625,5.375,491.16274119998417
16.71875,5.375,525.7327621007788
16.8125,5.375,562.2653490410776
16.90625,5.375,600.7569076553681
17.0,5.375,641.1804113922102
17.09375,5.375,683.4830252220993
17.1875,5.375,727.5844080062094
17.28125,5.375,773.3759423334941
17.375,5.375,820.721118722711
17.46875,5.375,869.4572468488316
17.5625,5.375,919.3985788547141
17.65625,5.375,970.3408137815477
17.75,5.375,1022.066819321112
17.84375,5.375,1074.3532748946163
17.9375,5.375,1126.977829023775
18.03125,5.375,1179.7262935332599
18.125,5.375,1232.399381099327
18.21875,5.375,1284.8185355270239
18.3125,5.375,1336.830499642013
